id,pred,gt,correct,invalid,elapsed
FB_CONN_000,,False,False,True,31.73311495780945
FB_CONN_001,,False,False,True,32.78862905502319
FB_CONN_002,,True,False,True,32.493191719055176
FB_CONN_003,,True,False,True,32.05664253234863
FB_CONN_004,,False,False,True,32.6899573802948
FB_CONN_005,,False,False,True,32.22079586982727
FB_CONN_006,,False,False,True,32.2128689289093
FB_CONN_007,,True,False,True,32.43302345275879
FB_CONN_008,,False,False,True,31.847247838974
FB_CONN_009,,False,False,True,32.671440839767456
FB_CONN_010,,True,False,True,31.760726928710938
FB_CONN_011,,False,False,True,31.985373973846436
FB_CONN_012,,False,False,True,31.94136142730713
FB_CONN_013,,True,False,True,32.48638606071472
FB_CONN_014,,False,False,True,31.659375429153442
FB_CONN_015,,False,False,True,32.0015082359314
FB_CONN_016,,False,False,True,31.937227487564087
FB_CONN_017,,False,False,True,31.841182947158813
FB_CONN_018,,False,False,True,33.37457227706909
FB_CONN_019,,False,False,True,32.31579399108887
FB_CONN_020,,True,False,True,32.38041138648987
FB_CONN_021,,False,False,True,32.364622592926025
FB_CONN_022,,False,False,True,32.21610236167908
FB_CONN_023,,False,False,True,32.04844522476196
FB_CONN_024,,True,False,True,33.26471424102783
FB_CONN_025,,False,False,True,32.10160732269287
FB_CONN_026,,False,False,True,31.639009952545166
FB_CONN_027,,False,False,True,31.717576503753662
FB_CONN_028,,False,False,True,31.65004253387451
FB_CONN_029,,False,False,True,31.749863386154175
FB_CONN_030,,False,False,True,32.02639937400818
FB_CONN_031,,False,False,True,32.068050146102905
FB_CONN_032,,False,False,True,31.672729015350342
FB_CONN_033,,False,False,True,31.618244886398315
FB_CONN_034,,False,False,True,32.87954807281494
FB_CONN_035,,True,False,True,31.732877016067505
FB_CONN_036,,False,False,True,33.58640122413635
FB_CONN_037,,False,False,True,32.26680016517639
FB_CONN_038,,False,False,True,31.741196870803833
FB_CONN_039,,False,False,True,31.570884227752686
FB_CONN_040,,True,False,True,32.37248659133911
FB_CONN_041,,False,False,True,31.75295400619507
FB_CONN_042,,False,False,True,31.811938285827637
FB_CONN_043,,True,False,True,32.09231090545654
FB_CONN_044,,False,False,True,31.551913022994995
FB_CONN_045,,False,False,True,31.83265519142151
FB_CONN_046,,False,False,True,32.02414917945862
FB_CONN_047,,False,False,True,33.829219818115234
FB_CONN_048,,True,False,True,32.12539219856262
FB_CONN_049,,False,False,True,31.907535076141357
