id,pred,gt,correct,invalid,elapsed
FB_BM_000,1,,False,False,10.070120573043823
FB_BM_001,3653,,False,False,6.719529151916504
FB_BM_002,6,,False,False,3.561462640762329
FB_BM_003,12,,False,False,4.440710783004761
FB_BM_004,5,,False,False,3.531636953353882
FB_BM_005,1849,,False,False,3.3118042945861816
FB_BM_006,1,,False,False,5.848940134048462
FB_BM_007,14,,False,False,4.533804416656494
FB_BM_008,1381,,False,False,7.578049182891846
FB_BM_009,1,,False,False,10.798276901245117
FB_BM_010,9,,False,False,4.036586284637451
FB_BM_011,2,,False,False,3.1159567832946777
FB_BM_012,10,,False,False,3.918538808822632
FB_BM_013,9,,False,False,3.822246789932251
FB_BM_014,8,,False,False,3.948869228363037
FB_BM_015,148,,False,False,6.790682792663574
FB_BM_016,4,,False,False,3.339421272277832
FB_BM_017,276,,False,False,6.9333038330078125
FB_BM_018,16,,False,False,5.43687891960144
FB_BM_019,10,,False,False,4.1243650913238525
FB_BM_020,4,,False,False,3.3779797554016113
FB_BM_021,2026,,False,False,3.9494078159332275
FB_BM_022,4,,False,False,3.4112658500671387
FB_BM_023,1,,False,False,11.683193445205688
FB_BM_024,2575,,False,False,4.23351788520813
FB_BM_025,56,,False,False,3.075378656387329
FB_BM_026,9,,False,False,3.9866349697113037
FB_BM_027,9,,False,False,3.6327426433563232
FB_BM_028,5,,False,False,3.3916964530944824
FB_BM_029,6,,False,False,3.5033352375030518
FB_BM_030,6,,False,False,3.2496819496154785
FB_BM_031,7,,False,False,3.6234335899353027
FB_BM_032,3974,,False,False,9.126043319702148
FB_BM_033,10,,False,False,4.106239557266235
FB_BM_034,1,,False,False,7.94225549697876
FB_BM_035,1322,,False,False,3.6163902282714844
FB_BM_036,7,,False,False,3.620443344116211
FB_BM_037,7,,False,False,4.17607855796814
FB_BM_038,8,,False,False,3.330118417739868
FB_BM_039,1124,,False,False,2.8621842861175537
FB_BM_040,10,,False,False,3.905991315841675
FB_BM_041,6,,False,False,3.6150479316711426
FB_BM_042,14,,False,False,4.353654146194458
FB_BM_043,1,,False,False,12.772527694702148
FB_BM_044,6,,False,False,3.6565332412719727
FB_BM_045,1,,False,False,6.336097955703735
FB_BM_046,1,,False,False,8.593389987945557
FB_BM_047,2309,,False,False,9.582616090774536
FB_BM_048,3379,,False,False,9.330536365509033
FB_BM_049,15,,False,False,4.293606281280518
