id,pred,gt,correct,invalid,elapsed
FB_CONN_000,True,False,False,False,8.397878408432007
FB_CONN_001,False,False,True,False,2.7230570316314697
FB_CONN_002,True,True,True,False,3.0368599891662598
FB_CONN_003,True,True,True,False,2.9622068405151367
FB_CONN_004,True,False,False,False,3.1666135787963867
FB_CONN_005,False,False,True,False,3.035670518875122
FB_CONN_006,False,False,True,False,2.8111846446990967
FB_CONN_007,True,True,True,False,2.958012104034424
FB_CONN_008,False,False,True,False,2.911487102508545
FB_CONN_009,False,False,True,False,3.1341919898986816
FB_CONN_010,False,True,False,False,3.112553358078003
FB_CONN_011,False,False,True,False,2.3127310276031494
FB_CONN_012,False,False,True,False,2.3909358978271484
FB_CONN_013,True,True,True,False,3.6084256172180176
FB_CONN_014,False,False,True,False,2.4044981002807617
FB_CONN_015,False,False,True,False,2.9311211109161377
FB_CONN_016,False,False,True,False,2.5222861766815186
FB_CONN_017,False,False,True,False,2.627051591873169
FB_CONN_018,False,False,True,False,3.0110831260681152
FB_CONN_019,True,False,False,False,3.1974823474884033
FB_CONN_020,True,True,True,False,3.1561012268066406
FB_CONN_021,True,False,False,False,3.1523337364196777
FB_CONN_022,False,False,True,False,2.903740406036377
FB_CONN_023,True,False,False,False,3.1329751014709473
FB_CONN_024,True,True,True,False,2.9730212688446045
FB_CONN_025,False,False,True,False,2.7271180152893066
FB_CONN_026,False,False,True,False,2.980595350265503
FB_CONN_027,False,False,True,False,2.7094078063964844
FB_CONN_028,False,False,True,False,2.641148567199707
FB_CONN_029,False,False,True,False,2.8216171264648438
FB_CONN_030,True,False,False,False,2.854469060897827
FB_CONN_031,True,False,False,False,3.136643171310425
FB_CONN_032,False,False,True,False,2.929152011871338
FB_CONN_033,False,False,True,False,2.5869834423065186
FB_CONN_034,False,False,True,False,3.0216333866119385
FB_CONN_035,True,True,True,False,3.349198818206787
FB_CONN_036,False,False,True,False,2.420107126235962
FB_CONN_037,False,False,True,False,2.7247512340545654
FB_CONN_038,True,False,False,False,4.958477258682251
FB_CONN_039,False,False,True,False,2.5247952938079834
FB_CONN_040,False,True,False,False,3.299283742904663
FB_CONN_041,False,False,True,False,2.6247870922088623
FB_CONN_042,True,False,False,False,3.181870460510254
FB_CONN_043,True,True,True,False,3.125434160232544
FB_CONN_044,False,False,True,False,2.621460199356079
FB_CONN_045,True,False,False,False,3.039216995239258
FB_CONN_046,False,False,True,False,4.91927695274353
FB_CONN_047,True,False,False,False,3.3374900817871094
FB_CONN_048,False,True,False,False,3.1772472858428955
FB_CONN_049,True,False,False,False,2.9270002841949463
