id,gt,pred,correct,invalid,elapsed
FB_MF_000,8,,False,True,32.61010456085205
FB_MF_001,2,,False,True,31.641512393951416
FB_MF_002,9,,False,True,32.11879897117615
FB_MF_003,2,,False,True,31.930704832077026
FB_MF_004,2,,False,True,32.53327250480652
FB_MF_005,9,,False,True,31.66724395751953
FB_MF_006,6,,False,True,31.949690341949463
FB_MF_007,3,,False,True,31.875691175460815
FB_MF_008,1,,False,True,32.72124934196472
FB_MF_009,13,,False,True,32.962867975234985
FB_MF_010,5,,False,True,31.85603404045105
FB_MF_011,1,,False,True,32.100603103637695
FB_MF_012,2,,False,True,31.828156232833862
FB_MF_013,46,,False,True,31.921295881271362
FB_MF_014,1,,False,True,31.78583002090454
FB_MF_015,1,,False,True,31.736963987350464
FB_MF_016,53,,False,True,31.697465658187866
FB_MF_017,6,,False,True,31.753732442855835
FB_MF_018,4,,False,True,31.54973840713501
FB_MF_019,7,,False,True,32.151735067367554
FB_MF_020,10,,False,True,31.80971074104309
FB_MF_021,10,,False,True,31.832033157348633
FB_MF_022,1,,False,True,31.871350526809692
FB_MF_023,7,,False,True,32.39886832237244
FB_MF_024,5,,False,True,31.823894500732422
FB_MF_025,21,,False,True,32.30391836166382
FB_MF_026,2,,False,True,32.0009663105011
FB_MF_027,7,,False,True,31.779417276382446
FB_MF_028,13,,False,True,32.12028455734253
FB_MF_029,12,,False,True,31.92632246017456
FB_MF_030,9,,False,True,32.018561363220215
FB_MF_031,20,,False,True,31.716610431671143
FB_MF_032,9,,False,True,32.24518942832947
FB_MF_033,2,,False,True,31.89472007751465
FB_MF_034,13,,False,True,32.108102798461914
FB_MF_035,3,,False,True,32.04373550415039
FB_MF_036,5,,False,True,31.998628616333008
FB_MF_037,26,,False,True,31.50741982460022
FB_MF_038,3,,False,True,32.19114089012146
FB_MF_039,10,,False,True,31.761040687561035
FB_MF_040,7,,False,True,31.960601329803467
FB_MF_041,1,,False,True,31.79414439201355
FB_MF_042,9,,False,True,32.51298499107361
FB_MF_043,3,,False,True,31.85935091972351
FB_MF_044,9,,False,True,32.25418448448181
FB_MF_045,10,,False,True,31.81237030029297
FB_MF_046,16,,False,True,32.05437231063843
FB_MF_047,8,,False,True,31.479830741882324
FB_MF_048,9,,False,True,31.673941612243652
FB_MF_049,10,,False,True,31.591031074523926
