id,gt,pred,correct,invalid,elapsed
FB_MF_000,8,3682,False,False,8.688917636871338
FB_MF_001,2,2685,False,False,12.585164785385132
FB_MF_002,9,2543,False,False,16.331042051315308
FB_MF_003,2,1,False,False,11.936833381652832
FB_MF_004,2,1,False,False,18.277433156967163
FB_MF_005,9,1,False,False,12.130269289016724
FB_MF_006,6,1,False,False,10.968374252319336
FB_MF_007,3,1,False,False,13.413383960723877
FB_MF_008,1,2,False,False,23.247448921203613
FB_MF_009,13,1,False,False,13.23643183708191
FB_MF_010,5,3136,False,False,13.902918100357056
FB_MF_011,1,3588,False,False,21.858519315719604
FB_MF_012,2,265,False,False,14.93765664100647
FB_MF_013,46,423,False,False,12.52203917503357
FB_MF_014,1,1,True,False,11.122831344604492
FB_MF_015,1,1,True,False,10.674220085144043
FB_MF_016,53,1,False,False,16.63538646697998
FB_MF_017,6,1,False,False,18.17050266265869
FB_MF_018,4,3640,False,False,14.691513776779175
FB_MF_019,7,1,False,False,11.756714344024658
FB_MF_020,10,1,False,False,10.296339750289917
FB_MF_021,10,1,False,False,25.083876848220825
FB_MF_022,1,2719,False,False,18.409083366394043
FB_MF_023,7,1932,False,False,15.026017904281616
FB_MF_024,5,1,False,False,20.900712251663208
FB_MF_025,21,3687,False,False,11.093739032745361
FB_MF_026,2,1,False,False,17.5938560962677
FB_MF_027,7,1,False,False,11.835790634155273
FB_MF_028,13,1,False,False,16.759779691696167
FB_MF_029,12,3971,False,False,14.610111951828003
FB_MF_030,9,657,False,False,22.66599154472351
FB_MF_031,20,1932,False,False,14.131356000900269
FB_MF_032,9,975,False,False,11.110626935958862
FB_MF_033,2,1,False,False,11.83358120918274
FB_MF_034,13,4000,False,False,23.127029180526733
FB_MF_035,3,1,False,False,13.617125511169434
FB_MF_036,5,1085,False,False,14.198715925216675
FB_MF_037,26,1,False,False,13.917681217193604
FB_MF_038,3,1,False,False,32.83394193649292
FB_MF_039,10,2425,False,False,12.612864971160889
FB_MF_040,7,1,False,False,14.895197629928589
FB_MF_041,1,1,True,False,11.9935884475708
FB_MF_042,9,1,False,False,14.607072830200195
FB_MF_043,3,3561,False,False,10.66327714920044
FB_MF_044,9,2319,False,False,12.396850109100342
FB_MF_045,10,1,False,False,13.458751440048218
FB_MF_046,16,1,False,False,10.265841007232666
FB_MF_047,8,1,False,False,24.968570232391357
FB_MF_048,9,1,False,False,13.642449378967285
FB_MF_049,10,3724,False,False,10.197145700454712
