id,pred,gt,correct,invalid,elapsed
FB_SP_000,1492,4,False,False,2.9419734477996826
FB_SP_001,2463,1,False,False,2.7897989749908447
FB_SP_002,1398,2,False,False,3.2314505577087402
FB_SP_003,3,1,False,False,3.2385783195495605
FB_SP_004,2115,1,False,False,3.2522494792938232
FB_SP_005,684,2,False,False,2.9781930446624756
FB_SP_006,917,1,False,False,3.757481813430786
FB_SP_007,3538,1,False,False,3.38637375831604
FB_SP_008,423,2,False,False,3.2900948524475098
FB_SP_009,832,2,False,False,2.7714455127716064
FB_SP_010,261,1,False,False,3.4914052486419678
FB_SP_011,16,2,False,False,2.508336305618286
FB_SP_012,350,2,False,False,2.914339542388916
FB_SP_013,3279,2,False,False,2.872419595718384
FB_SP_014,2180,1,False,False,3.1791908740997314
FB_SP_015,2604,3,False,False,3.025805711746216
FB_SP_016,373,1,False,False,3.0849082469940186
FB_SP_017,3346,1,False,False,2.7140417098999023
FB_SP_018,947,2,False,False,3.06486439704895
FB_SP_019,1606,1,False,False,3.02854585647583
FB_SP_020,1675,1,False,False,2.798762083053589
FB_SP_021,3594,1,False,False,3.465925693511963
FB_SP_022,804,1,False,False,3.235203981399536
FB_SP_023,2836,2,False,False,2.7793691158294678
FB_SP_024,2082,1,False,False,3.311033010482788
FB_SP_025,2309,1,False,False,2.9265408515930176
FB_SP_026,3993,2,False,False,2.9275872707366943
FB_SP_027,3788,3,False,False,3.3056488037109375
FB_SP_028,808,5,False,False,3.708151340484619
FB_SP_029,2242,2,False,False,2.910247564315796
FB_SP_030,2059,1,False,False,2.9701108932495117
FB_SP_031,1036,2,False,False,2.895390510559082
FB_SP_032,2461,3,False,False,2.9731547832489014
FB_SP_033,1156,1,False,False,2.9210546016693115
FB_SP_034,2026,2,False,False,2.8802075386047363
FB_SP_035,3425,1,False,False,3.1604294776916504
FB_SP_036,2287,1,False,False,3.3224680423736572
FB_SP_037,3339,3,False,False,2.837826728820801
FB_SP_038,3706,2,False,False,2.7858009338378906
FB_SP_039,2937,1,False,False,3.0085902214050293
FB_SP_040,2385,1,False,False,4.317443370819092
FB_SP_041,1152,2,False,False,3.3879523277282715
FB_SP_042,1416,1,False,False,3.089085340499878
FB_SP_043,1810,3,False,False,3.3751325607299805
FB_SP_044,1989,2,False,False,3.3324902057647705
FB_SP_045,3457,4,False,False,3.192258596420288
FB_SP_046,2368,1,False,False,3.51430082321167
FB_SP_047,2734,1,False,False,2.8211522102355957
FB_SP_048,3497,2,False,False,2.782805919647217
FB_SP_049,3760,1,False,False,2.737419843673706
