id,pred,gt,correct,invalid,elapsed
FB_CONN_000,True,False,False,False,28.847073793411255
FB_CONN_001,False,False,True,False,63.210503578186035
FB_CONN_002,False,True,False,False,39.93945813179016
FB_CONN_003,False,True,False,False,41.73642039299011
FB_CONN_004,False,False,True,False,26.051588773727417
FB_CONN_005,False,False,True,False,42.62759208679199
FB_CONN_006,False,False,True,False,26.58347511291504
FB_CONN_007,False,True,False,False,32.427305698394775
FB_CONN_008,False,False,True,False,42.227311849594116
FB_CONN_009,False,False,True,False,52.51932883262634
FB_CONN_010,False,True,False,False,26.825084924697876
FB_CONN_011,False,False,True,False,31.38688611984253
FB_CONN_012,False,False,True,False,51.34443426132202
FB_CONN_013,False,True,False,False,49.65784955024719
FB_CONN_014,False,False,True,False,25.725744009017944
FB_CONN_015,True,False,False,False,27.02157950401306
FB_CONN_016,False,False,True,False,31.12044882774353
FB_CONN_017,False,False,True,False,38.3870952129364
FB_CONN_018,False,False,True,False,50.7399377822876
FB_CONN_019,False,False,True,False,38.07876896858215
FB_CONN_020,False,True,False,False,39.601362466812134
FB_CONN_021,False,False,True,False,33.442986488342285
FB_CONN_022,False,False,True,False,27.78722381591797
FB_CONN_023,False,False,True,False,41.412476778030396
FB_CONN_024,False,True,False,False,37.788572788238525
FB_CONN_025,False,False,True,False,46.959322690963745
FB_CONN_026,False,False,True,False,32.61438751220703
FB_CONN_027,False,False,True,False,21.919859886169434
FB_CONN_028,False,False,True,False,47.868563175201416
FB_CONN_029,False,False,True,False,32.87830829620361
FB_CONN_030,False,False,True,False,58.27106499671936
FB_CONN_031,False,False,True,False,26.33370590209961
FB_CONN_032,True,False,False,False,14.664753913879395
FB_CONN_033,False,False,True,False,27.367202520370483
FB_CONN_034,False,False,True,False,54.27363657951355
FB_CONN_035,False,True,False,False,25.30975341796875
FB_CONN_036,False,False,True,False,39.272542238235474
FB_CONN_037,False,False,True,False,90.45760607719421
FB_CONN_038,False,False,True,False,25.39519500732422
FB_CONN_039,False,False,True,False,29.444218397140503
FB_CONN_040,True,True,True,False,34.6037962436676
FB_CONN_041,False,False,True,False,21.450979948043823
FB_CONN_042,False,False,True,False,30.290852546691895
FB_CONN_043,False,True,False,False,24.814409971237183
FB_CONN_044,False,False,True,False,60.02938652038574
FB_CONN_045,False,False,True,False,32.72891688346863
FB_CONN_046,False,False,True,False,48.92829465866089
FB_CONN_047,True,False,False,False,24.69258427619934
FB_CONN_048,False,True,False,False,27.29387068748474
FB_CONN_049,False,False,True,False,26.615370750427246
