id,pred,gt,correct,invalid,elapsed
FB_BM_000,,,True,True,31.587876319885254
FB_BM_001,,,True,True,32.27068066596985
FB_BM_002,,,True,True,32.346017837524414
FB_BM_003,,,True,True,32.20054078102112
FB_BM_004,,,True,True,32.59908103942871
FB_BM_005,,,True,True,31.822834014892578
FB_BM_006,,,True,True,31.775471210479736
FB_BM_007,,,True,True,32.083818435668945
FB_BM_008,,,True,True,31.851078987121582
FB_BM_009,,,True,True,31.643962621688843
FB_BM_010,,,True,True,31.704414129257202
FB_BM_011,,,True,True,31.639047622680664
FB_BM_012,,,True,True,32.597267150878906
FB_BM_013,,,True,True,32.221009492874146
FB_BM_014,,,True,True,31.976097583770752
FB_BM_015,,,True,True,31.428311347961426
FB_BM_016,,,True,True,31.57757592201233
FB_BM_017,,,True,True,31.571337699890137
FB_BM_018,,,True,True,31.857518434524536
FB_BM_019,,,True,True,31.907888889312744
FB_BM_020,,,True,True,31.859472274780273
FB_BM_021,,,True,True,32.19007587432861
FB_BM_022,,,True,True,31.831542491912842
FB_BM_023,,,True,True,32.676514863967896
FB_BM_024,,,True,True,32.86666011810303
FB_BM_025,,,True,True,31.61352014541626
FB_BM_026,,,True,True,31.535804748535156
FB_BM_027,,,True,True,32.45936918258667
FB_BM_028,,,True,True,31.961254835128784
FB_BM_029,,,True,True,32.31370282173157
FB_BM_030,,,True,True,31.78340721130371
FB_BM_031,,,True,True,32.18146800994873
FB_BM_032,,,True,True,31.792133569717407
FB_BM_033,,,True,True,31.91989040374756
FB_BM_034,,,True,True,32.12464213371277
FB_BM_035,,,True,True,31.86302375793457
FB_BM_036,,,True,True,32.22994065284729
FB_BM_037,,,True,True,32.064493894577026
FB_BM_038,,,True,True,32.321802377700806
FB_BM_039,,,True,True,32.53293037414551
FB_BM_040,,,True,True,32.12529015541077
FB_BM_041,,,True,True,31.745762586593628
FB_BM_042,,,True,True,31.8365421295166
FB_BM_043,,,True,True,31.861321687698364
FB_BM_044,,,True,True,31.749633312225342
FB_BM_045,,,True,True,33.294321060180664
FB_BM_046,,,True,True,31.973512411117554
FB_BM_047,,,True,True,31.931610822677612
FB_BM_048,,,True,True,31.873656034469604
FB_BM_049,,,True,True,33.05401968955994
