id,gt,pred,correct,invalid,elapsed
FB_MF_000,8,3682,False,False,6.407403469085693
FB_MF_001,2,2685,False,False,5.867873668670654
FB_MF_002,9,2543,False,False,6.264142036437988
FB_MF_003,2,2258,False,False,10.365313529968262
FB_MF_004,2,3959,False,False,10.194724321365356
FB_MF_005,9,816,False,False,6.014417886734009
FB_MF_006,6,3788,False,False,5.553043842315674
FB_MF_007,3,191,False,False,128.5183801651001
FB_MF_008,1,291,False,False,6.146070718765259
FB_MF_009,13,3448,False,False,5.738938570022583
FB_MF_010,5,3136,False,False,7.443153142929077
FB_MF_011,1,3588,False,False,6.792881011962891
FB_MF_012,2,265,False,False,5.549676418304443
FB_MF_013,46,423,False,False,9.154191493988037
FB_MF_014,1,993,False,False,6.851928472518921
FB_MF_015,1,1999,False,False,20.70074152946472
FB_MF_016,53,2201,False,False,7.8102757930755615
FB_MF_017,6,1808,False,False,5.691039800643921
FB_MF_018,4,17,False,False,4.399637937545776
FB_MF_019,7,3803,False,False,5.627991199493408
FB_MF_020,10,1203,False,False,4.9114861488342285
FB_MF_021,10,2688,False,False,5.673901796340942
FB_MF_022,1,2719,False,False,5.504845380783081
FB_MF_023,7,1932,False,False,5.637447834014893
FB_MF_024,5,3069,False,False,4.935143947601318
FB_MF_025,21,120,False,False,5.71544623374939
FB_MF_026,2,3412,False,False,33.425469160079956
FB_MF_027,7,2103,False,False,5.557306528091431
FB_MF_028,13,263,False,False,5.13684344291687
FB_MF_029,12,3971,False,False,5.636027574539185
FB_MF_030,9,657,False,False,6.058059453964233
FB_MF_031,20,1932,False,False,7.305333614349365
FB_MF_032,9,975,False,False,5.051069259643555
FB_MF_033,2,1365,False,False,5.246012449264526
FB_MF_034,13,4000,False,False,99.18442058563232
FB_MF_035,3,7,False,False,5.311472177505493
FB_MF_036,5,1085,False,False,6.144098520278931
FB_MF_037,26,1689,False,False,6.642935037612915
FB_MF_038,3,3706,False,False,6.459632873535156
FB_MF_039,10,2425,False,False,18.005444526672363
FB_MF_040,7,3201,False,False,5.825316667556763
FB_MF_041,1,957,False,False,5.149948835372925
FB_MF_042,9,2338,False,False,9.718263864517212
FB_MF_043,3,3561,False,False,5.257766008377075
FB_MF_044,9,2319,False,False,5.7769293785095215
FB_MF_045,10,1120,False,False,5.991819620132446
FB_MF_046,16,2629,False,False,6.906474590301514
FB_MF_047,8,2366,False,False,5.72890043258667
FB_MF_048,9,122,False,False,5.020479917526245
FB_MF_049,10,3724,False,False,28.73660945892334
