id,gt,pred,correct,invalid,elapsed
FB_MF_000,8,1,False,False,85.27213096618652
FB_MF_001,2,2685,False,False,49.93584632873535
FB_MF_002,9,2543,False,False,68.4258484840393
FB_MF_003,2,1,False,False,91.66456866264343
FB_MF_004,2,3959,False,False,67.41176390647888
FB_MF_005,9,1,False,False,204.7997317314148
FB_MF_006,6,0,False,False,101.47952842712402
FB_MF_007,3,1914,False,False,93.58556294441223
FB_MF_008,1,0,False,False,45.770169734954834
FB_MF_009,13,3448,False,False,119.83000111579895
FB_MF_010,5,1,False,False,88.57111954689026
FB_MF_011,1,3588,False,False,83.69047665596008
FB_MF_012,2,265,False,False,109.68975281715393
FB_MF_013,46,1,False,False,234.37652802467346
FB_MF_014,1,1,True,False,230.72960352897644
FB_MF_015,1,1,True,False,234.13689637184143
FB_MF_016,53,1,False,False,357.4446620941162
FB_MF_017,6,1808,False,False,100.52598261833191
FB_MF_018,4,1,False,False,79.55545091629028
FB_MF_019,7,1,False,False,51.18566417694092
FB_MF_020,10,1,False,False,74.47057962417603
FB_MF_021,10,1,False,False,89.46427536010742
FB_MF_022,1,1,True,False,187.02079033851624
FB_MF_023,7,1932,False,False,49.865766286849976
FB_MF_024,5,1,False,False,35.40296506881714
FB_MF_025,21,3687,False,False,89.89345574378967
FB_MF_026,2,1,False,False,64.38728165626526
FB_MF_027,7,2103,False,False,356.3867633342743
FB_MF_028,13,1,False,False,242.8811764717102
FB_MF_029,12,1,False,False,121.53616380691528
FB_MF_030,9,1,False,False,86.4143660068512
FB_MF_031,20,1,False,False,217.56513571739197
FB_MF_032,9,1,False,False,81.72977709770203
FB_MF_033,2,0,False,False,296.35581278800964
FB_MF_034,13,1,False,False,89.26794195175171
FB_MF_035,3,1,False,False,91.63662505149841
FB_MF_036,5,1,False,False,113.83490991592407
FB_MF_037,26,1689,False,False,236.50721979141235
FB_MF_038,3,1,False,False,214.25063610076904
FB_MF_039,10,1,False,False,109.67537188529968
FB_MF_040,7,1,False,False,224.06893944740295
FB_MF_041,1,1,True,False,58.4920129776001
FB_MF_042,9,2338,False,False,95.87068057060242
FB_MF_043,3,3561,False,False,87.81381225585938
FB_MF_044,9,1,False,False,110.91706395149231
FB_MF_045,10,1120,False,False,56.32056927680969
FB_MF_046,16,2629,False,False,100.73395657539368
FB_MF_047,8,2366,False,False,47.13567590713501
FB_MF_048,9,0,False,False,77.80889010429382
FB_MF_049,10,1,False,False,92.1274197101593
