id,pred,gt,correct,invalid,elapsed
FB_SP_000,,4,False,True,31.540003776550293
FB_SP_001,,1,False,True,31.60597848892212
FB_SP_002,,2,False,True,31.941702604293823
FB_SP_003,,1,False,True,31.213401317596436
FB_SP_004,,1,False,True,31.61904001235962
FB_SP_005,,2,False,True,32.49990391731262
FB_SP_006,,1,False,True,31.912346839904785
FB_SP_007,,1,False,True,31.86263370513916
FB_SP_008,,2,False,True,31.960474014282227
FB_SP_009,,2,False,True,32.20590686798096
FB_SP_010,,1,False,True,31.973490238189697
FB_SP_011,,2,False,True,31.986945629119873
FB_SP_012,,2,False,True,32.16880917549133
FB_SP_013,,2,False,True,31.937004566192627
FB_SP_014,,1,False,True,31.967751502990723
FB_SP_015,,3,False,True,31.799684762954712
FB_SP_016,,1,False,True,31.7029287815094
FB_SP_017,,1,False,True,33.150996685028076
FB_SP_018,,2,False,True,31.63178014755249
FB_SP_019,,1,False,True,31.69745421409607
FB_SP_020,,1,False,True,31.765413999557495
FB_SP_021,,1,False,True,31.85879683494568
FB_SP_022,,1,False,True,32.29799199104309
FB_SP_023,,2,False,True,31.88490343093872
FB_SP_024,,1,False,True,32.560033559799194
FB_SP_025,,1,False,True,32.72726774215698
FB_SP_026,,2,False,True,31.754335165023804
FB_SP_027,,3,False,True,31.8076114654541
FB_SP_028,,5,False,True,33.166921854019165
FB_SP_029,,2,False,True,32.104997634887695
FB_SP_030,,1,False,True,31.518430471420288
FB_SP_031,,2,False,True,32.00948882102966
FB_SP_032,,3,False,True,31.61392903327942
FB_SP_033,,1,False,True,31.862186193466187
FB_SP_034,,2,False,True,33.194425106048584
FB_SP_035,,1,False,True,31.554348707199097
FB_SP_036,,1,False,True,32.10527801513672
FB_SP_037,,3,False,True,32.18051242828369
FB_SP_038,,2,False,True,32.218364238739014
FB_SP_039,,1,False,True,32.58217096328735
FB_SP_040,,1,False,True,32.02019762992859
FB_SP_041,,2,False,True,31.946499586105347
FB_SP_042,,1,False,True,32.03357768058777
FB_SP_043,,3,False,True,31.761350631713867
FB_SP_044,,2,False,True,31.680399179458618
FB_SP_045,,4,False,True,31.527106285095215
FB_SP_046,,1,False,True,31.930736780166626
FB_SP_047,,1,False,True,31.521262407302856
FB_SP_048,,2,False,True,31.698920726776123
FB_SP_049,,1,False,True,31.417643070220947
